,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
23,Maine,US,2020-04-26 02:32:45,44.6939,-69.3819,965,47,519.0,918.0,23.0,82.19719490360356,17774.0,156.0,4.870466321243524,84000023,USA,1513.9615981519685,16.165803108808287
24,Maryland,US,2020-04-26 02:32:45,39.0639,-76.8021,17766,875,1165.0,16891.0,24.0,298.9230793821987,89123.0,3760.0,4.925137903861309,84000024,USA,1499.5452889665482,21.164021164021165
25,Massachusetts,US,2020-04-26 02:32:45,42.2302,-71.5301,53348,2730,,50618.0,25.0,777.2402696359959,226845.0,4965.0,5.117342730749044,84000025,USA,3304.9611787804142,9.306815625702932
26,Michigan,US,2020-04-26 02:32:45,43.3266,-84.5361,37074,3155,8342.0,33919.0,26.0,465.32941881266817,144044.0,2889.0,8.510007013001024,84000026,USA,1807.9492583333868,7.79252306198414
27,Minnesota,US,2020-04-26 02:32:45,45.6945,-93.9002,3446,244,1654.0,3202.0,27.0,69.66618052638198,59699.0,797.0,7.0806732443412645,84000027,USA,1206.9069388405333,23.128264654672083
28,Mississippi,US,2020-04-26 02:32:45,32.7416,-89.6787,5718,221,,5497.0,28.0,197.49889990556804,58957.0,996.0,3.864987757957328,84000028,USA,2036.3663241924755,17.418677859391394
29,Missouri,US,2020-04-26 02:32:45,38.4561,-92.2884,6935,281,,6654.0,29.0,118.35569718417544,67218.0,850.0,4.051910598413843,84000029,USA,1147.1713415033748,12.256669069935114
30,Montana,US,2020-04-26 02:32:45,46.9219,-110.4544,445,14,339.0,431.0,30.0,51.38645268346984,12497.0,61.0,3.1460674157303368,84000030,USA,1443.0932565962307,13.707865168539325
31,Nebraska,US,2020-04-26 02:32:45,41.1254,-98.2681,2719,50,,2669.0,31.0,178.26328681048363,19973.0,,1.8389113644722324,84000031,USA,1309.471359862372,
32,Nevada,US,2020-04-26 02:32:45,38.3135,-117.0554,4539,205,,4334.0,32.0,150.46257545918596,37208.0,,4.5164133068957915,84000032,USA,1233.4019624775044,
33,New Hampshire,US,2020-04-26 02:32:45,43.4525,-71.5639,1797,53,578.0,1744.0,33.0,135.30118631357348,17727.0,224.0,2.9493600445186416,84000033,USA,1334.7157093938326,12.465219810795775
34,New Jersey,US,2020-04-26 02:32:45,40.2989,-74.521,105498,5914,,99584.0,34.0,1187.747616297332,213686.0,6722.0,5.605793474757816,84000034,USA,2405.780556371796,6.3716847712752855
35,New Mexico,US,2020-04-26 02:32:45,34.8405,-106.2485,2660,93,614.0,2567.0,35.0,159.51708302024608,51510.0,412.0,3.4962406015037595,84000035,USA,3088.9943407416827,15.48872180451128
36,New York,US,2020-04-26 02:32:45,42.1657,-74.9481,282143,22009,23887.0,260134.0,36.0,1673.3442954980496,777568.0,57103.0,7.800654278149732,84000036,USA,4611.629482786486,20.239027727074564
37,North Carolina,US,2020-04-26 02:32:45,35.6301,-79.8064,8768,305,,8463.0,37.0,88.40603455881426,105265.0,456.0,3.478558394160584,84000037,USA,1061.366472152553,5.200729927007299
38,North Dakota,US,2020-04-26 02:32:45,47.5289,-99.784,803,16,310.0,787.0,38.0,132.416913745964,19350.0,70.0,1.99252801992528,84000038,USA,3190.8683449369905,8.7173100871731
39,Northern Mariana Islands,US,2020-04-26 02:32:45,15.0979,145.6739,14,2,11.0,12.0,69.0,25.388074858552155,65.0,,14.285714285714285,580,MNP,117.87320470042073,
40,Ohio,US,2020-04-26 02:32:45,40.3888,-82.7649,15587,711,,14876.0,39.0,139.4952147243656,111379.0,3115.0,4.5614935523192415,84000039,USA,996.7817746060896,19.984602553409893
41,Oklahoma,US,2020-04-26 02:32:45,35.5653,-96.9289,3194,194,2080.0,3000.0,40.0,87.3242101314675,53084.0,637.0,6.073888541014402,84000040,USA,1451.3207171630622,19.94364433312461
42,Oregon,US,2020-04-26 02:32:45,44.572,-122.0709,2253,87,,2166.0,41.0,56.225565088141614,47377.0,536.0,3.8615179760319576,84000041,USA,1182.3340422462875,23.790501553484244
43,Pennsylvania,US,2020-04-26 02:32:45,40.5908,-77.2098,41153,1793,,39360.0,42.0,326.9355297562335,192935.0,2748.0,4.356912011274998,84000042,USA,1532.751110089639,6.677520472383544
44,Puerto Rico,US,2020-04-26 02:32:45,18.2208,-66.5901,1307,83,,1224.0,72.0,44.555684037133595,10620.0,,6.350420811017598,630,PRI,362.0362390775508,
45,Rhode Island,US,2020-04-26 02:32:45,41.6809,-71.5118,7129,215,410.0,6914.0,44.0,672.9528461025088,50891.0,576.0,3.0158507504558845,84000044,USA,4803.93369210307,8.079674568663206
46,South Carolina,US,2020-04-26 02:32:45,33.8569,-80.945,5253,166,3701.0,5087.0,45.0,104.22670747374741,49014.0,944.0,3.160098991052732,84000045,USA,972.5048239326584,17.970683418998668
47,South Dakota,US,2020-04-26 02:32:45,44.2998,-99.4388,2147,10,1223.0,2137.0,46.0,291.75476836274885,15596.0,128.0,0.4657661853749418,84000046,USA,2119.3327281720685,5.961807172799254
48,Tennessee,US,2020-04-26 02:32:45,35.7478,-86.6923,9189,177,4467.0,9012.0,47.0,139.9710491918496,141406.0,821.0,1.9262161279791052,84000047,USA,2153.96084253158,8.934595712264665
49,Texas,US,2020-04-26 02:32:45,31.0545,-97.5635,24153,638,9986.0,23515.0,48.0,105.08358197487436,262816.0,1597.0,2.641493810292717,84000048,USA,1143.4458112991585,6.612015070591644
50,Utah,US,2020-04-26 02:32:45,40.15,-111.8624,3948,41,1399.0,3907.0,49.0,137.75863765500463,90206.0,329.0,1.038500506585613,84000049,USA,3147.5824894395514,8.333333333333334
51,Vermont,US,2020-04-26 02:32:45,44.0459,-72.7107,843,46,1710.0,797.0,50.0,138.06295867446457,14682.0,37.0,5.456702253855278,84000050,USA,2404.555586309002,4.389086595492288
52,Virgin Islands,US,2020-04-26 02:32:45,18.3358,-64.8963,55,3,51.0,52.0,78.0,51.27344594846553,748.0,,5.454545454545454,850,VIR,697.3188648991313,
53,Virginia,US,2020-04-26 02:32:45,37.7693,-78.17,12366,437,1717.0,11929.0,51.0,156.3885203794502,72178.0,1942.0,3.5338832282063724,84000051,USA,912.810174991748,15.704350638848455
54,Washington,US,2020-04-26 02:32:45,47.4009,-121.4905,13319,737,,12582.0,53.0,176.42454641777638,160324.0,455.0,5.5334484570913745,84000053,USA,2123.6646129501896,3.416172385314213
55,West Virginia,US,2020-04-26 02:32:45,38.4912,-80.9545,1010,32,439.0,978.0,54.0,76.34176317726859,32966.0,97.0,3.1683168316831685,84000054,USA,2491.7649157443925,9.603960396039604
56,Wisconsin,US,2020-04-26 02:32:45,44.2685,-89.6165,5687,266,,5421.0,55.0,109.9028305921399,62825.0,1376.0,4.677334271144716,84000055,USA,1214.1103098208528,24.19553367328996
57,Wyoming,US,2020-04-26 02:32:45,42.756,-107.3025,491,7,321.0,484.0,56.0,98.7450728018663,8146.0,54.0,1.4256619144602851,84000056,USA,1638.2431019226126,10.9979633401222
58,Recovered,US,2020-04-26 02:32:45,,,0,0,100372.0,-100372.0,,,,,,84070001,USA,,
