,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
31,Nebraska,US,2020-04-20 23:36:47,41.1254,-98.2681,1648,33,,1615.0,31.0,108.04630256111696,15680.0,,2.0024271844660197,84000031,USA,1028.0133641737345,
32,Nevada,US,2020-04-20 23:36:47,38.3135,-117.0554,3830,159,,3671.0,32.0,126.96004935198994,32347.0,,4.151436031331594,84000032,USA,1072.265461198125,
33,New Hampshire,US,2020-04-20 23:36:47,43.4525,-71.5639,1447,42,521.0,1405.0,33.0,108.948701500134,14118.0,198.0,2.902557014512785,84000033,USA,1062.9839445603957,13.683483068417413
34,New Jersey,US,2020-04-20 23:36:47,40.2989,-74.521,88722,4496,,84226.0,34.0,998.875277380916,178057.0,6986.0,5.067514258019432,84000034,USA,2004.6520058679223,7.874033497892293
35,New Mexico,US,2020-04-20 23:36:47,34.8405,-106.2485,1971,58,487.0,1913.0,35.0,118.19856038831017,37042.0,274.0,2.942668696093353,84000035,USA,2221.365334299231,13.901572805682395
36,New York,US,2020-04-20 23:36:47,42.1657,-74.9481,253060,18611,23887.0,234449.0,36.0,1500.8577473789405,633861.0,57103.0,7.354382359914645,84000036,USA,3759.3266127059296,22.56500434679523
37,North Carolina,US,2020-04-20 23:36:47,35.6301,-79.8064,6895,218,,6677.0,37.0,69.52094072570989,79484.0,373.0,3.161711385061639,84000037,USA,801.4216755101268,5.409717186366931
38,North Dakota,US,2020-04-20 23:36:47,47.5289,-99.784,627,9,189.0,618.0,38.0,103.39402854136915,14747.0,53.0,1.4354066985645932,84000038,USA,2431.8209551827285,8.452950558213718
39,Northern Mariana Islands,US,2020-04-20 23:36:47,15.0979,145.6739,14,2,11.0,12.0,69.0,25.388074858552155,65.0,,14.285714285714285,580,MNP,117.87320470042073,
40,Ohio,US,2020-04-20 23:36:47,40.3888,-82.7649,12919,509,,12410.0,39.0,115.6180585759979,90436.0,2653.0,3.9399334313801377,84000039,USA,809.3532584084641,20.53564517377506
41,Oklahoma,US,2020-04-20 23:36:47,35.5653,-96.9289,2680,143,1614.0,2537.0,40.0,73.27140987862646,35646.0,541.0,5.335820895522388,84000040,USA,974.5644315423576,20.186567164179106
42,Oregon,US,2020-04-20 23:36:47,44.572,-122.0709,1957,75,,1882.0,41.0,48.8386288848172,40045.0,465.0,3.832396525293817,84000041,USA,999.3576360206973,23.760858456821666
43,Pennsylvania,US,2020-04-20 23:36:47,40.5908,-77.2098,33914,1348,,32566.0,42.0,269.4260820876462,162952.0,2701.0,3.974759686265259,84000042,USA,1294.5544296852665,7.964262546440997
44,Puerto Rico,US,2020-04-20 23:36:47,18.2208,-66.5901,1252,63,,1189.0,72.0,42.680731763191474,9738.0,,5.031948881789138,630,PRI,331.96882261178814,
45,Rhode Island,US,2020-04-20 23:36:47,41.6809,-71.5118,5090,155,267.0,4935.0,44.0,480.4783260852533,37080.0,331.0,3.0451866404715133,84000044,USA,3500.223247788053,6.50294695481336
46,South Carolina,US,2020-04-20 23:36:47,33.8569,-80.945,4446,123,2063.0,4323.0,45.0,88.21472328731791,40480.0,776.0,2.7665317139001346,84000045,USA,803.1785871953729,17.453891138101664
47,South Dakota,US,2020-04-20 23:36:47,44.2998,-99.4388,1685,7,709.0,1678.0,46.0,228.97381681007542,12326.0,87.0,0.41543026706231456,84000046,USA,1674.974045104445,5.163204747774481
48,Tennessee,US,2020-04-20 23:36:47,35.7478,-86.6923,7238,152,3575.0,7086.0,47.0,110.25252519867314,100689.0,730.0,2.1000276319425257,84000047,USA,1533.7408828031498,10.085659021829237
49,Texas,US,2020-04-20 23:36:47,31.0545,-97.5635,19751,507,5706.0,19244.0,48.0,85.93159556103771,190394.0,1411.0,2.5669586350058227,84000048,USA,828.3560429977323,7.143942078882081
50,Utah,US,2020-04-20 23:36:47,40.15,-111.8624,3213,28,776.0,3185.0,49.0,112.11208277242399,68311.0,268.0,0.8714596949891068,84000049,USA,2383.5943001142405,8.341114223467164
51,Vermont,US,2020-04-20 23:36:47,44.0459,-72.7107,816,38,15.0,778.0,50.0,133.64101337884117,12981.0,49.0,4.65686274509804,84000050,USA,2125.9730326847266,6.004901960784314
52,Virgin Islands,US,2020-04-20 23:36:47,18.3358,-64.8963,53,3,48.0,50.0,78.0,49.40895700488496,607.0,,5.660377358490566,850,VIR,565.8723943767013,
53,Virginia,US,2020-04-20 23:36:47,37.7693,-78.17,8990,300,1324.0,8690.0,51.0,113.69341729025207,56735.0,1500.0,3.3370411568409337,84000051,USA,717.5079009969357,16.685205784204673
54,Washington,US,2020-04-20 23:36:47,47.4009,-121.4905,12114,643,,11471.0,53.0,160.46301939371898,138642.0,403.0,5.307908205382202,84000053,USA,1836.4630951612994,3.3267294039953774
55,West Virginia,US,2020-04-20 23:36:47,38.4912,-80.9545,902,24,290.0,878.0,54.0,68.17848553059036,22155.0,77.0,2.6607538802660757,84000054,USA,1674.605706131075,8.536585365853659
56,Wisconsin,US,2020-04-20 23:36:47,44.2685,-89.6165,4499,230,,4269.0,55.0,86.94440563285343,51102.0,1211.0,5.112247166036897,84000055,USA,987.5601281729441,26.917092687263835
57,Wyoming,US,2020-04-20 23:36:47,42.756,-107.3025,317,2,233.0,315.0,56.0,63.75191054621511,7386.0,51.0,0.6309148264984227,84000056,USA,1485.3994047140213,16.08832807570978
58,Recovered,US,,,,0,0,72329.0,-72329.0,,,,,,84070001,USA,,
