,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
0,Alabama,US,2020-04-21 23:40:34,32.3182,-86.9023,5317,183,,5134.0,1.0,113.39553843899748,48526.0,699.0,3.4417904833552755,84000001,USA,1034.912901690952,13.14651119052097
1,Alaska,US,2020-04-21 23:40:34,61.3707,-152.4044,329,9,168.0,320.0,2.0,55.03982440790365,11119.0,42.0,2.735562310030395,84000002,USA,1860.1453118282086,12.76595744680851
2,American Samoa,US,2020-04-21 23:40:34,-14.271,-170.132,0,0,,,60.0,0.0,3.0,,,16,ASM,5.3917075537822825,
3,Arizona,US,2020-04-21 23:40:34,33.7298,-111.4312,5256,208,1155.0,5048.0,4.0,72.21052831151424,55152.0,637.0,3.9573820395738197,84000004,USA,757.7159546112317,12.119482496194825
4,Arkansas,US,2020-04-21 23:40:34,34.9697,-92.3731,1990,42,809.0,1948.0,5.0,76.86285233796326,27441.0,291.0,2.1105527638190957,84000005,USA,1059.8962467367085,14.623115577889447
5,California,US,2020-04-21 23:40:34,36.1162,-119.6816,35465,1282,,34183.0,6.0,90.45204855462906,300100.0,4886.0,3.614831524037784,84000006,USA,765.392916149561,13.776963203158045
6,Colorado,US,2020-04-21 23:40:34,39.0598,-105.3111,10473,483,,9990.0,8.0,184.81287453812226,47466.0,1880.0,4.611859066170153,84000008,USA,837.6136639765598,17.95092141697699
7,Connecticut,US,2020-04-21 23:40:34,41.5978,-72.7554,20360,1423,,18937.0,9.0,571.0620210939542,64192.0,1949.0,6.989194499017682,84000009,USA,1800.4721639520185,9.572691552062867
8,Delaware,US,2020-04-21 23:40:34,39.3185,-75.5071,2931,82,565.0,2849.0,10.0,300.99695614132384,16656.0,263.0,2.797679972705561,84000010,USA,1710.4760496383108,8.973046741726373
9,Diamond Princess,US,2020-04-21 23:40:34,,,49,0,0.0,49.0,88888.0,,,,0.0,84088888,USA,,
10,District of Columbia,US,2020-04-21 23:40:34,38.8974,-77.0268,3098,112,636.0,2986.0,11.0,438.9662613762117,14939.0,402.0,3.615235635894125,84000011,USA,2116.758224241197,12.976113621691413
11,Florida,US,2020-04-21 23:40:34,27.7663,-81.6868,27869,867,,27002.0,12.0,131.25567346749614,277059.0,4235.0,3.1109835300871937,84000012,USA,1304.8751528663038,15.196096020668126
12,Georgia,US,2020-04-21 23:40:34,33.0406,-83.6431,19881,798,,19083.0,13.0,196.07682629522301,88140.0,3779.0,4.013882601478799,84000013,USA,869.2828061798176,19.00809818419597
13,Grand Princess,US,2020-04-21 23:40:34,,,103,0,0.0,103.0,99999.0,,,,0.0,84099999,USA,,
14,Guam,US,2020-04-21 23:40:34,13.4443,144.7937,136,5,114.0,131.0,66.0,82.81119656089972,1166.0,3.0,3.6764705882352944,316,GUM,709.984229338302,2.2058823529411766
15,Hawaii,US,2020-04-21 23:40:34,21.0943,-157.4983,586,10,423.0,576.0,15.0,41.390436125233606,24696.0,55.0,1.706484641638225,84000015,USA,1744.3314173187189,9.38566552901024
16,Idaho,US,2020-04-21 23:40:34,44.2405,-114.4788,1736,48,660.0,1688.0,16.0,107.79281178418836,17660.0,157.0,2.7649769585253456,84000016,USA,1096.5559078967551,9.04377880184332
17,Illinois,US,2020-04-21 23:40:34,40.3495,-88.9861,33059,1468,,31591.0,17.0,281.69714970270513,154997.0,4776.0,4.4405456910372365,84000017,USA,1320.736051074448,14.446897970295534
18,Indiana,US,2020-04-21 23:40:34,39.8494,-86.2583,12097,635,,11462.0,18.0,184.8565264576954,67264.0,,5.249235347606843,84000018,USA,1027.8738030627776,
19,Iowa,US,2020-04-21 23:40:34,42.0115,-93.2105,3641,83,1293.0,3558.0,19.0,138.9316571482646,27615.0,214.0,2.279593518264213,84000019,USA,1053.7208767232428,5.877506179620982
20,Kansas,US,2020-04-21 23:40:34,38.5266,-96.7265,2164,109,,2055.0,20.0,88.74351647414301,19101.0,419.0,5.036968576709796,84000020,USA,783.3132662535146,19.362292051756008
21,Kentucky,US,2020-04-21 23:40:34,37.6681,-84.6701,3204,171,1174.0,3033.0,21.0,93.59381860150854,32820.0,1059.0,5.337078651685394,84000021,USA,958.7231980341792,33.05243445692884
22,Louisiana,US,2020-04-21 23:40:34,31.1695,-91.8678,24854,1405,,23449.0,22.0,540.6256675163021,142430.0,1798.0,5.653013599420617,84000022,USA,3098.1457240020477,7.234248008368874
