,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
32,Nevada,US,2020-04-16 23:30:51,38.3135,-117.0554,3214,137,,3077.0,32.0,106.54036517422865,28451.0,,4.262601120099564,84000032,USA,943.1175885413749,
33,New Hampshire,US,2020-04-16 23:30:51,43.4525,-71.5639,1139,32,365.0,1107.0,33.0,85.7585148643073,12166.0,178.0,2.809482001755926,84000033,USA,916.0123721151558,15.62774363476734
34,New Jersey,US,2020-04-16 23:30:51,40.2989,-74.521,75317,3518,,71799.0,34.0,847.9552903056566,151830.0,8224.0,4.670924226934158,84000034,USA,1709.3757282832275,10.919181592469164
35,New Mexico,US,2020-04-16 23:30:51,34.8405,-106.2485,1484,36,353.0,1448.0,35.0,88.99374105340044,33394.0,215.0,2.4258760107816717,84000035,USA,2002.5990490143224,14.487870619946092
36,New York,US,2020-04-16 23:30:51,42.1657,-74.9481,223691,14832,23887.0,208859.0,36.0,1326.6749797239493,550579.0,50450.0,6.630575213128825,84000036,USA,3265.394600862048,22.55343308403109
37,North Carolina,US,2020-04-16 23:30:51,35.6301,-79.8064,5639,150,,5489.0,37.0,56.85693760004033,70917.0,452.0,2.6600461074658632,84000037,USA,715.0422847636212,8.015605603830467
38,North Dakota,US,2020-04-16 23:30:51,47.5289,-99.784,393,9,163.0,384.0,38.0,64.80678343980554,11704.0,45.0,2.2900763358778624,84000038,USA,1930.0218661055576,11.450381679389313
39,Northern Mariana Islands,US,2020-04-16 23:30:51,15.0979,145.6739,13,2,,11.0,69.0,23.574640940084144,40.0,,15.384615384615385,580,MNP,72.53735673872046,
40,Ohio,US,2020-04-16 23:30:51,40.3888,-82.7649,8414,407,,8007.0,39.0,75.30074656385528,74840.0,2331.0,4.837176135013073,84000039,USA,669.7774985546624,27.703826955074874
41,Oklahoma,US,2020-04-16 23:30:51,35.5653,-96.9289,2357,131,1240.0,2226.0,40.0,64.4405645835532,30899.0,528.0,5.557912600763682,84000040,USA,844.781079790925,22.40135765803988
42,Oregon,US,2020-04-16 23:30:51,44.572,-122.0709,1736,64,,1672.0,41.0,43.32338259787565,34938.0,414.0,3.6866359447004617,84000041,USA,871.9080306477994,23.847926267281107
43,Pennsylvania,US,2020-04-16 23:30:51,40.5908,-77.2098,28258,841,,27417.0,42.0,224.49260563875407,141470.0,2512.0,2.976148347370656,84000042,USA,1123.8930186040957,8.889518012598204
44,Puerto Rico,US,2020-04-16 23:30:51,18.2208,-66.5901,1043,56,,987.0,72.0,35.555913122211436,8358.0,,5.369127516778524,630,PRI,284.9245655565132,
45,Rhode Island,US,2020-04-16 23:30:51,41.6809,-71.5118,3529,87,182.0,3442.0,44.0,333.12534631726106,28064.0,331.0,2.4652876168886366,84000044,USA,2649.1441538814443,9.379427599886654
46,South Carolina,US,2020-04-16 23:30:51,33.8569,-80.945,3931,111,,3820.0,45.0,77.99641863302894,34733.0,675.0,2.8237089799033326,84000045,USA,689.1502438008125,17.171203256168912
47,South Dakota,US,2020-04-16 23:30:51,44.2998,-99.4388,1311,7,373.0,1304.0,46.0,178.15114174362546,10550.0,55.0,0.5339435545385202,84000046,USA,1433.6342832915698,4.195270785659802
48,Tennessee,US,2020-04-16 23:30:51,35.7478,-86.6923,6375,136,2786.0,6239.0,47.0,97.10691463685288,85049.0,691.0,2.1333333333333333,84000047,USA,1295.505252227404,10.839215686274509
49,Texas,US,2020-04-16 23:30:51,31.0545,-97.5635,16876,414,3677.0,16462.0,48.0,73.42319916399535,158547.0,1459.0,2.4531879592320456,84000048,USA,689.7978168910863,8.645413605119696
50,Utah,US,2020-04-16 23:30:51,40.15,-111.8624,2683,20,357.0,2663.0,49.0,93.61864863940664,49678.0,238.0,0.7454342154304883,84000049,USA,1733.427963886859,8.87066716362281
51,Vermont,US,2020-04-16 23:30:51,44.0459,-72.7107,774,33,15.0,741.0,50.0,126.7624318078714,11507.0,58.0,4.263565891472869,84000050,USA,1884.5675746940258,7.493540051679586
52,Virgin Islands,US,2020-04-16 23:30:51,18.3358,-64.8963,51,1,46.0,50.0,78.0,47.5444680613044,408.0,,1.96078431372549,850,VIR,380.3557444904352,
53,Virginia,US,2020-04-16 23:30:51,37.7693,-78.17,6889,208,951.0,6681.0,51.0,87.12279774333109,46444.0,1337.0,3.0193061402235446,84000051,USA,587.3611871666816,19.407751487879228
54,Washington,US,2020-04-16 23:30:51,47.4009,-121.4905,11057,579,,10478.0,53.0,146.46191228630923,124283.0,595.0,5.236501763588677,84000053,USA,1646.2626250049177,5.381206475535859
55,West Virginia,US,2020-04-16 23:30:51,38.4912,-80.9545,728,12,223.0,716.0,54.0,55.026538210942114,18306.0,85.0,1.6483516483516485,84000054,USA,1383.6755611119593,11.675824175824175
56,Wisconsin,US,2020-04-16 23:30:51,44.2685,-89.6165,3875,197,,3678.0,55.0,74.8854349471676,44849.0,1121.0,5.0838709677419365,84000055,USA,866.7191927601341,28.929032258064517
57,Wyoming,US,2020-04-16 23:30:51,42.756,-107.3025,296,2,148.0,294.0,56.0,59.52859786018825,6427.0,43.0,0.6756756756756757,84000056,USA,1292.5347920521276,14.527027027027025
58,Recovered,US,,,,0,0,54703.0,-54703.0,,,,,,84070001,USA,,
