,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
0,Alabama,US,2020-04-27 02:32:46,32.3182,-86.9023,6421,219,,6202.0,1.0,136.94052140620704,73551.0,845.0,3.4106836941286405,84000001,USA,1568.620509258361,13.159943933966673
1,Alaska,US,2020-04-27 02:32:46,61.3707,-152.4044,340,9,217.0,331.0,2.0,56.88006169813751,16177.0,14.0,2.647058823529412,84000002,USA,2706.31987673756,4.117647058823529
2,American Samoa,US,2020-04-27 02:32:46,-14.271,-170.132,0,0,,,60.0,0.0,3.0,,,16,ASM,5.3917075537822825,
3,Arizona,US,2020-04-27 02:32:46,33.7298,-111.4312,6534,275,1383.0,6259.0,4.0,89.76856772972491,64811.0,1037.0,4.2087542087542085,84000004,USA,890.4179129371289,15.870829507193143
4,Arkansas,US,2020-04-27 02:32:46,34.9697,-92.3731,3001,51,985.0,2950.0,5.0,115.91227128956169,39469.0,291.0,1.6994335221592802,84000005,USA,1524.4723210688805,9.696767744085305
5,California,US,2020-04-27 02:32:46,36.1162,-119.6816,43558,1725,,41833.0,6.0,111.0929178328643,526084.0,4928.0,3.960236925478672,84000006,USA,1341.755971008416,11.313650764497911
6,Colorado,US,2020-04-27 02:32:46,39.0598,-105.3111,13441,688,2150.0,12753.0,8.0,237.18799261595538,59791.0,2410.0,5.118666765865635,84000008,USA,1055.1080475039498,17.930213525779333
7,Connecticut,US,2020-04-27 02:32:46,41.5978,-72.7554,25269,1924,,23345.0,9.0,708.7507962192103,79811.0,1766.0,7.614072579049427,84000009,USA,2238.557513041727,6.988800506549528
8,Delaware,US,2020-04-27 02:32:46,39.3185,-75.5071,4034,120,911.0,3914.0,10.0,414.2687550576936,19249.0,317.0,2.9747149231531984,84000010,USA,1976.762336664736,7.858205255329697
9,Diamond Princess,US,2020-04-27 02:32:46,,,49,0,0.0,49.0,88888.0,,,,0.0,84088888,USA,,
10,District of Columbia,US,2020-04-27 02:32:46,38.8974,-77.0268,3841,178,657.0,3663.0,11.0,544.244483520345,18068.0,402.0,4.634209841187191,84000011,USA,2560.1169820998684,10.466024472793544
11,Florida,US,2020-04-27 02:32:46,27.7663,-81.6868,31532,1075,,30457.0,12.0,148.50744180907418,344613.0,5155.0,3.4092350627933534,84000012,USA,1623.0367577112295,16.34847139413929
12,Georgia,US,2020-04-27 02:32:46,33.0406,-83.6431,23486,916,,22570.0,13.0,231.63122289470382,123223.0,4359.0,3.900195861364217,84000013,USA,1215.2897121159026,18.55999318743081
13,Grand Princess,US,2020-04-27 02:32:46,,,103,3,0.0,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
14,Guam,US,2020-04-27 02:32:46,13.4443,144.7937,141,5,128.0,136.0,66.0,85.85572584622692,1528.0,2.0,3.5460992907801416,316,GUM,930.4081495959911,1.4184397163120568
