,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
20,Kansas,US,2020-04-13 23:07:54,38.5266,-96.7265,1390,62,,1328.0,20.0,57.00253599771662,13864.0,309.0,4.460431654676259,84000020,USA,568.549035303844,22.230215827338128
21,Kentucky,US,2020-04-13 23:07:54,37.6681,-84.6701,2018,113,607.0,1905.0,21.0,58.948915710937655,25866.0,667.0,5.599603567888999,84000021,USA,755.5860524177965,33.052527254707634
22,Louisiana,US,2020-04-13 23:07:54,31.1695,-91.8678,21016,884,,20132.0,22.0,457.1412661351334,108091.0,2134.0,4.206318995051388,84000022,USA,2351.20177949242,10.154168252759805
23,Maine,US,2020-04-13 23:07:54,44.6939,-69.3819,698,19,273.0,679.0,23.0,59.45455133960132,12306.0,124.0,2.722063037249284,84000023,USA,1048.2058865116533,17.76504297994269
24,Maryland,US,2020-04-13 23:07:54,39.0639,-76.8021,8936,262,603.0,8674.0,24.0,150.3532949093396,51751.0,1975.0,2.9319606087735006,84000024,USA,870.7400811160737,22.10161145926589
25,Massachusetts,US,2020-04-13 23:07:54,42.2302,-71.5301,26867,844,,26023.0,25.0,391.4319997808785,122049.0,2340.0,3.141400230766368,84000025,USA,1778.1622116818567,8.709569360181638
26,Michigan,US,2020-04-13 23:07:54,43.3266,-84.5361,25635,1602,447.0,24033.0,26.0,321.7543197729608,82644.0,3986.0,6.249268578115858,84000026,USA,1037.2952605155676,15.549054027696506
27,Minnesota,US,2020-04-13 23:07:54,45.6945,-93.9002,1621,70,842.0,1551.0,27.0,32.771003666066505,38427.0,361.0,4.318322023442319,84000027,USA,776.8608006637493,22.27020357803825
28,Mississippi,US,2020-04-13 23:07:54,32.7416,-89.6787,2942,98,,2844.0,28.0,101.61625804865007,30984.0,549.0,3.3310673011556764,84000028,USA,1070.1829161724588,18.66077498300476
29,Missouri,US,2020-04-13 23:07:54,38.4561,-92.2884,4515,123,,4392.0,29.0,77.05493479258142,45428.0,988.0,2.724252491694352,84000029,USA,775.2938156716256,21.882613510520486
30,Montana,US,2020-04-13 23:07:54,46.9219,-110.4544,394,7,171.0,387.0,30.0,45.497218780420496,9098.0,47.0,1.7766497461928934,84000030,USA,1050.5931382341766,11.928934010152284
31,Nebraska,US,2020-04-13 23:07:54,41.1254,-98.2681,814,17,,797.0,31.0,53.36753051259054,10972.0,,2.0884520884520885,84000031,USA,719.3471066144267,
32,Nevada,US,2020-04-13 23:07:54,38.3135,-117.0554,2990,114,,2876.0,32.0,99.1150254732245,25464.0,,3.812709030100335,84000032,USA,844.1020095820031,
33,New Hampshire,US,2020-04-13 23:07:54,43.4525,-71.5639,985,23,239.0,962.0,33.0,74.16342154639392,11207.0,152.0,2.3350253807106602,84000033,USA,843.8065637263318,15.431472081218276
34,New Jersey,US,2020-04-13 23:07:54,40.2989,-74.521,64584,2443,,62141.0,34.0,727.1179742833693,129469.0,7781.0,3.7826706304967175,84000034,USA,1457.624752454068,12.047875634832153
35,New Mexico,US,2020-04-13 23:07:54,34.8405,-106.2485,1262,26,295.0,1236.0,35.0,75.68066119231223,30515.0,80.0,2.060221870047544,84000035,USA,1829.9487926175973,6.339144215530904
36,New York,US,2020-04-13 23:07:54,42.1657,-74.9481,195749,10058,23887.0,185691.0,36.0,1160.9555172357552,478357.0,42712.0,5.138212711176047,84000036,USA,2837.057652188998,21.819779411389074
37,North Carolina,US,2020-04-13 23:07:54,35.6301,-79.8064,4886,94,,4792.0,37.0,49.264585407660405,63388.0,313.0,1.9238641015145312,84000037,USA,639.1288456448584,6.406058125255831
38,North Dakota,US,2020-04-13 23:07:54,47.5289,-99.784,331,8,127.0,323.0,38.0,54.58281251545964,10781.0,40.0,2.416918429003021,84000038,USA,1777.8166215382792,12.084592145015106
39,Northern Mariana Islands,US,2020-04-13 23:07:54,15.0979,145.6739,11,2,,9.0,69.0,19.947773103148123,38.0,,18.181818181818183,580,MNP,68.91048890178442,
40,Ohio,US,2020-04-13 23:07:54,40.3888,-82.7649,6975,274,,6701.0,39.0,62.422475312917825,65112.0,2033.0,3.92831541218638,84000039,USA,582.7171630931477,29.14695340501792
41,Oklahoma,US,2020-04-13 23:07:54,35.5653,-96.9289,2069,99,865.0,1970.0,40.0,56.566622029432146,22859.0,457.0,4.784920251329145,84000040,USA,624.9668501550457,22.087965200579987
42,Oregon,US,2020-04-13 23:07:54,44.572,-122.0709,1584,53,,1531.0,41.0,39.530091034006354,31121.0,369.0,3.345959595959596,84000041,USA,776.6514918366867,23.29545454545455
43,Pennsylvania,US,2020-04-13 23:07:54,40.5908,-77.2098,24292,589,,23703.0,42.0,192.985150264584,129792.0,2243.0,2.4246665568911574,84000042,USA,1031.1184185386498,9.233492507821506
44,Puerto Rico,US,2020-04-13 23:07:54,18.2208,-66.5901,903,45,,858.0,72.0,30.783307333995136,6863.0,,4.983388704318936,630,PRI,233.9599537466319,
45,Rhode Island,US,2020-04-13 23:07:54,41.6809,-71.5118,2665,63,135.0,2602.0,44.0,251.56674636880157,20661.0,331.0,2.363977485928705,84000044,USA,1950.3266591841686,12.420262664165106
46,South Carolina,US,2020-04-13 23:07:54,33.8569,-80.945,3391,82,,3309.0,45.0,67.2820797722211,31425.0,496.0,2.4181657328221764,84000045,USA,623.514997594234,14.626953700973164
47,South Dakota,US,2020-04-13 23:07:54,44.2998,-99.4388,868,6,207.0,862.0,46.0,117.95209079593201,9002.0,44.0,0.6912442396313364,84000046,USA,1223.2773287384562,5.0691244239631335
48,Tennessee,US,2020-04-13 23:07:54,35.7478,-86.6923,5610,109,1671.0,5501.0,47.0,85.45408488043054,76195.0,579.0,1.9429590017825311,84000047,USA,1160.6370761968635,10.320855614973262
49,Texas,US,2020-04-13 23:07:54,31.0545,-97.5635,14275,305,2269.0,13970.0,48.0,62.106907327923295,133226.0,1176.0,2.136602451838879,84000048,USA,579.6325629190828,8.238178633975481
50,Utah,US,2020-04-13 23:07:54,40.15,-111.8624,2363,13,218.0,2350.0,49.0,82.45280161569806,45787.0,201.0,0.5501481168006771,84000049,USA,1597.6582427329529,8.506136267456624
51,Vermont,US,2020-04-13 23:07:54,44.0459,-72.7107,748,28,15.0,720.0,50.0,122.50426226393772,10366.0,33.0,3.7433155080213902,84000050,USA,1697.699442016014,4.411764705882354
52,Virgin Islands,US,2020-04-13 23:07:54,18.3358,-64.8963,51,1,43.0,50.0,78.0,47.5444680613044,373.0,,1.96078431372549,850,VIR,347.7271879777754,
53,Virginia,US,2020-04-13 23:07:54,37.7693,-78.17,5747,149,,5598.0,51.0,72.68031915095425,41401.0,1238.0,2.592657038454846,84000051,USA,523.5841122618161,21.541673916826173
54,Washington,US,2020-04-13 23:07:54,47.4009,-121.4905,10635,513,,10122.0,53.0,140.8720663077597,93802.0,527.0,4.823695345557122,84000053,USA,1242.5088447391138,4.955336154207805
55,West Virginia,US,2020-04-13 23:07:54,38.4912,-80.9545,611,8,85.0,603.0,54.0,46.18298742704071,16655.0,164.0,1.3093289689034369,84000054,USA,1258.8832333835726,26.84124386252045
56,Wisconsin,US,2020-04-13 23:07:54,44.2685,-89.6165,3428,154,,3274.0,55.0,66.24703767713304,40197.0,993.0,4.492415402567095,84000055,USA,776.8180202764635,28.96732788798133
57,Wyoming,US,2020-04-13 23:07:54,42.756,-107.3025,275,1,138.0,274.0,56.0,55.30528517416137,5964.0,41.0,0.3636363636363637,84000056,USA,1199.4208028316307,14.909090909090908
58,Recovered,US,,,,0,0,43482.0,-43482.0,,,,,,84070001,USA,,
